name,r1cs_size,simplify_time,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
Complex.continuous_tan,-1,-1,-1,-1,-1,-1,-1,-1239
Complex.inv_cpow,-1,-1,-1,-1,-1,-1,-1,-1239
Complex.natCast_mul_natCast_cpow,-1,-1,-1,-1,-1,-1,-1,-1239
ComplexShape.QFactorsThroughHomotopy.noConfusion,-1,-1,-1,-1,-1,-1,-1,-1239
CompositionSeries.eraseTop,-1,-1,-1,-1,-1,-1,-1,-1239
Computation.length_bind,-1,-1,-1,-1,-1,-1,-1,-1239
Computation.thinkN_terminates,-1,-1,-1,-1,-1,-1,-1,101
Con.coe_iInf,-1,-1,-1,-1,-1,-1,-1,-1239
CondensedSet.equalizerCondition,-1,-1,-1,-1,-1,-1,-1,-1239
CongrMetaM.nextPattern,-1,-1,-1,-1,-1,-1,-1,-1239
contDiffOn_of_subsingleton,-1,-1,-1,-1,-1,-1,-1,-1239
ContDiffOn.rpow,-1,-1,-1,-1,-1,-1,-1,-1239
ContDiffWithinAt.congr_of_eventually_eq\\',-1,-1,-1,-1,-1,-1,-1,-1239
Continuous.addUnits_map,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousAlternatingMap.cons_smul,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearEquiv.arrowCongrEquiv,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearEquiv.contDiffOn_comp_iff,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearEquiv.equivLike.proof_3,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearMap.adjointAux.proof_5,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearMap.compLpₗ,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearMap.hasMFDerivAt,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousLinearMap.measurable,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.instAddSemigroupOfContinuousAdd,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.instCovariantClass_add_le_left,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.instMulOneClassOfContinuousMul.eq_1,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.instNatCast,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.smul_apply,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.sub_comp,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.toLp.proof_4,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMap.unitsLift.proof_7,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousMultilinearMap.apply.proof_2,-1,-1,-1,-1,-1,-1,-1,-1239
continuous_of_uniform_approx_of_continuous,-1,-1,-1,-1,-1,-1,-1,-1239
ContinuousOpenMap.id,-1,-1,-1,-1,-1,-1,-1,-1239
continuous_skewAdjointPart,-1,-1,-1,-1,-1,-1,-1,-1239
continuousVAdd_inf,-1,-1,-1,-1,-1,-1,-1,-1239
contMDiffOn_finset_sum\\',-1,-1,-1,-1,-1,-1,-1,-1239
ConvexCone.smul_mem,-1,-1,-1,-1,-1,-1,-1,-1239
CoreM.withImportModules,-1,-1,-1,-1,-1,-1,-1,101
CuspForm.hasAdd.proof_4,-1,-1,-1,-1,-1,-1,-1,-1239
Cycle.length_reverse,-1,-1,-1,-1,-1,-1,-1,-1239
Decidable.iff_iff_not_or_and_or_not,-1,-1,-1,-1,-1,-1,-1,-1000
decidableLTOfDecidableLE.proof_1,-1,-1,-1,-1,-1,-1,-1,-1239
DedekindDomain.instAlgebraProdAdicCompletions,-1,-1,-1,-1,-1,-1,-1,-1239
definition.proof_1._.Mathlib.RingTheory.ClassGroup._hyg.183,-1,-1,-1,-1,-1,-1,-1,-1239
Dense.eq_of_sub_mem_orthogonal,-1,-1,-1,-1,-1,-1,-1,-1239
DenseInducing.prod,-1,-1,-1,-1,-1,-1,-1,-1235
dense_of_mem_residual.match_1,-1,-1,-1,-1,-1,-1,-1,-1000
DFinsupp.Lex.covariantClass_lt_left.match_1,-1,-1,-1,-1,-1,-1,-1,-1239
Differentiable.const_cpow,-1,-1,-1,-1,-1,-1,-1,-1239
DirectSum.sub_apply,-1,-1,-1,-1,-1,-1,-1,-1239
dirSupInacc_iff_forall_sSup,-1,-1,-1,-1,-1,-1,-1,-1239
DiscreteQuotient.proj_bot_injective,-1,-1,-1,-1,-1,-1,-1,-1235
Disjoint.exists_cthickenings,-1,-1,-1,-1,-1,-1,-1,-1239
div_le_div_flip,-1,-1,-1,-1,-1,-1,-1,-1239
div_le_iff_le_mul,-1,-1,-1,-1,-1,-1,-1,-1239
div_lt_div_left\\',-1,-1,-1,-1,-1,-1,-1,-1239
DomMulAct.instMulDistribMulActionForallOfMulAction,-1,-1,-1,-1,-1,-1,-1,-1239
DomMulAct.instMulOneClassOfMulOpposite,43965,18141035082,5128158320,15642070571,680,3153541087,1604688078,1
Encodable.decodeSigma.match_1,254138,17592591003,28868469039,86773168091,1227,17827279960,325647316,1
ENNReal.add_lt_add_left,-1,-1,-1,-1,-1,-1,-1,-1239
ENNReal.instPowReal,-1,-1,-1,-1,-1,-1,-1,-1239
ENNReal.tsum_top,-1,-1,-1,-1,-1,-1,-1,-1239
eq_of_norm_sub_le_zero,-1,-1,-1,-1,-1,-1,-1,-1239
eq_or_gt_of_le,-1,-1,-1,-1,-1,-1,-1,-1239
Equiv.addRight_symm_apply,-1,-1,-1,-1,-1,-1,-1,-1239
Equiv.coe_optionSubtype_apply_apply,-1,-1,-1,-1,-1,-1,-1,-1235
Equiv.equivCongr_symm,-1,-1,-1,-1,-1,-1,-1,-1235
Equiv.extendSubtype_apply_of_not_mem,-1,-1,-1,-1,-1,-1,-1,-1235
Equiv.instSemigroupWithZeroShrink.eq_1,-1,-1,-1,-1,-1,-1,-1,-1235
EReal.sub_top,-1,-1,-1,-1,-1,-1,-1,-1239
essSup_measure_zero,-1,-1,-1,-1,-1,-1,-1,-1239
EuclideanGeometry.cospherical_empty,-1,-1,-1,-1,-1,-1,-1,-1239
EuclideanGeometry.left_ne_of_oangle_eq_neg_pi_div_two,-1,-1,-1,-1,-1,-1,-1,-1239
EuclideanGeometry.oangle_rotate_sign,-1,-1,-1,-1,-1,-1,-1,-1239
exists_bounded_mem_Icc_of_closed_of_le.match_1,-1,-1,-1,-1,-1,-1,-1,-1239
exists_continuous_zero_one_of_isCompact,-1,-1,-1,-1,-1,-1,-1,-1239
exists_nat_gt,-1,-1,-1,-1,-1,-1,-1,-1239
factorization_one,-1,-1,-1,-1,-1,-1,-1,-1239
FiberBundleCore.isOpenMap_proj,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.comap_id.match_1,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.Germ.instAddMonoid.proof_1,-1,-1,-1,-1,-1,-1,-1,-1235
Filter.Germ.instAddMonoid.proof_2,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.Germ.instAddMonoid.proof_6,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.gi_principal_ker.proof_2,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.hyperfilter_le_cofinite,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.limsInf_principal,-1,-1,-1,-1,-1,-1,-1,-1239
Filter.map₂.proof_1,-1,-1,-1,-1,-1,-1,-1,-1235
Filter.mem_zero,138232,19042489079,12177532105,52270313402,1133,10212152225,317075463,1
FinBddDistLat.of\\',-1,-1,-1,-1,-1,-1,-1,-1239
Fin.cast_natAdd,-1,-1,-1,-1,-1,-1,-1,-1234
FinEnum.sum.proof_1,-1,-1,-1,-1,-1,-1,-1,-1235
FiniteDimensional.finrank_fintype_fun_eq_card,-1,-1,-1,-1,-1,-1,-1,-1239
Finpartition.empty,-1,-1,-1,-1,-1,-1,-1,-1239
Fin.predAbove_left_monotone,-1,-1,-1,-1,-1,-1,-1,-1239
