name,r1cs_size,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
widget.mouse_event_kind.rec_on,115966,15559,44282,0,8534,8534,0
vm_decl_kind.rec_on,115966,14579,43906,0,8270,8270,0
tactic.dsimp_config.eta,161030,26975,67128,0,13388,13388,0
tactic.unfold_config.canonize_instances._default.equations._eqn_1,70702,10683,31345,0,6475,6475,0
nat.cases_on,129145,17216,48463,0,9183,9183,0
plift.cases_on,128491,18093,48891,0,9348,9348,0
has_emptyc.rec_on,128491,16889,48405,0,9471,9471,0
option.inhabited.equations._eqn_1,123659,17724,47287,0,9183,9183,0
monad_io_terminal.put_str,-1,-1,-1,-1,-1,-1,200
inhabited.rec_on,128491,18326,48818,0,9347,9347,0
true_or,181324,28298,72289,0,13882,13882,0
bit0,172952,25166,69292,0,13243,13243,0
subsingleton.elim,175296,31184,70958,0,14776,14776,0
tactic.simp_config.contextual,192024,35147,77027,0,16453,16453,0
nat.has_lt.equations._eqn_1,148420,22823,62111,0,12064,12064,0
monad_io_environment.get_cwd,-1,-1,-1,-1,-1,-1,200
subtype.val,216695,40576,84576,0,16793,16793,0
or_self,252486,55359,96319,0,19499,19499,0
is_preorder.to_is_trans,195616,34516,77124,0,15299,15299,0
cond._main,98801,12571,38863,0,7361,7361,0
has_sub.cases_on,137279,18139,57388,0,10879,10879,0
is_total_preorder.to_is_trans,199248,36287,78166,0,15768,15768,0
cond._sunfold,98801,12044,39138,0,7275,7275,0
list.below,241200,51329,91703,0,19124,19124,0
nat.lt_succ_self,44818,4695,18687,0,3352,3352,0
coe_b,206805,39116,80871,0,16193,16193,0
_private.2042382769.V.equations._eqn_1,114528,14851,43723,0,8195,8195,0
has_sub.rec_on,137279,21126,58648,0,11785,11785,0
is_linear_order.to_is_partial_order,211804,53552,84075,0,18947,18947,0
trace,194837,188881,86609,2,28298,28298,0
or_false,289977,63078,121673,0,25251,25251,0
coe_t,206805,53810,81285,0,18582,18582,0
is_strict_total_order.to_is_strict_weak_order,223018,55652,87707,0,18661,18661,0
is_strict_total_order.to_is_trichotomous,222362,58130,88779,0,18655,18655,0
coe_fn,-1,-1,-1,-1,-1,-1,200
vm_decl_kind.bytecode.inj_eq,244286,47098,92949,0,19027,19027,0
implies.trans,40401,5311,16652,0,3431,3431,0
vm_obj_kind.other.inj_eq,254312,49497,95951,0,19778,19778,0
vm_decl_kind.builtin.inj_eq,244286,56656,95191,0,19244,19244,0
feature_search.predictor_type.knn.inj_eq,244286,59074,94651,0,19517,19517,0
vm_obj_kind.constructor.inj_eq,254406,56941,95629,0,19868,19868,0
vm_obj_kind.declaration.inj_eq,254406,46864,94524,0,19390,19390,0
option.rec_on,164822,23894,66596,0,12943,12943,0
buffer,-1,-1,-1,-1,-1,-1,200
ordering.or_else._sunfold,114696,19669,44654,0,9191,9191,0
char_buffer,-1,-1,-1,-1,-1,-1,200
function.has_right_inverse,117762,15782,45322,0,8499,8499,0
ulift.down_up,54638,5370,20939,0,3929,3929,0
is_total_preorder.rec_on,184858,34775,73630,0,14757,14757,0
option.rhoare._main,153219,25663,64783,0,13231,13231,0
is_equiv.rec_on,185590,34654,74767,0,14813,14813,0
ne.equations._eqn_1,110329,15094,43090,0,8091,8091,0
nonempty.dcases_on,219743,41509,85594,0,17532,17532,0
monad.cases_on,180975,34086,73963,0,14647,14647,0
false_and,249920,56365,94785,0,19330,19330,0
is_symm.cases_on,186720,38761,75059,0,15253,15253,0
and_iff_right,289031,72371,123182,0,25738,25738,0
is_symm.rec_on,186720,44230,75289,0,16678,16678,0
is_total.cases_on,192674,36161,76407,0,15475,15475,0
tactic.unfold_config.no_confusion_type,210880,40362,81387,0,17339,17339,0
is_total.rec_on,192674,38622,76934,0,15721,15721,0
monad_io_random.cases_on,-1,-1,-1,-1,-1,-1,200
string.iterator.next_to_string,264297,176031,119591,2,35222,35222,0
monad_io_random.rec_on,-1,-1,-1,-1,-1,-1,200
monad_run.run,271994,65296,116067,0,23577,23577,0
mk_simple_name,266844,330119,124734,2,46259,46259,0
name.anonymous.inj,248616,359130,107212,3,45126,45126,0
has_seq_right.rec_on,163771,32454,67290,0,14544,14544,0
true_and,285762,68870,120577,0,24350,24350,0
heq.cases_on,254233,56875,96430,0,20070,20070,0
has_coe_to_sort.rec_on,212131,34714,81735,0,16470,16470,0
option.is_some,166346,27695,67631,0,13476,13476,0
environment.projection_info.is_class,335314,313954,145114,2,53563,53563,0
reader_t.has_monad_lift,265607,75116,115077,0,24609,24609,0
interactive.loc.wildcard.inj,254176,359437,121154,3,46802,46802,0
psigma.cases_on,221212,39027,84162,0,17019,17019,0
decidable.rec_on,209835,45934,82190,0,17122,17122,0
xor.decidable._proof_2,193674,34154,77703,0,15200,15200,0
string.to_list,262034,292651,121116,3,39723,39723,0
smt_config.cc_cfg._default,319905,352965,142474,3,52759,52759,0
has_repr.rec_on,306571,226005,134570,2,40664,40664,0
ordering.sizeof,112091,14193,42911,0,8034,8034,0
xor.decidable._proof_3,195832,34305,77196,0,15195,15195,0
has_to_string.rec_on,306571,258287,136727,2,41016,41016,0
function.comp.right_id,103730,13661,40498,0,7704,7704,0
is_asymm.cases_on,231357,55411,90313,0,18493,18493,0
is_trans.rec_on,211812,40724,82054,0,16959,16959,0
smt_pre_config.simp_attr,330023,399288,145733,3,54908,54908,0
tactic.interactive.case_tag.match_result.has_sizeof_inst,146554,19617,60647,0,11570,11570,0
classical.strong_indefinite_description._proof_2,109095,17512,42521,0,8847,8847,0
equivalence,208469,33994,80803,0,16001,16001,0
is_left_null.cases_on,261637,60547,113282,0,22981,22981,0
ite,217073,44117,86316,0,18021,18021,0
bool.no_confusion_type,135386,17329,57410,0,10740,10740,0
int.has_one.equations._eqn_1,122349,16083,46580,0,8641,8641,0
refl_of,203368,37699,79818,0,15794,15794,0
is_associative.rec_on,223484,48498,86114,0,18179,18179,0
transitive.equations._eqn_1,166477,26849,68011,0,13161,13161,0
right_inverse.equations._eqn_1,143624,20361,61098,0,11833,11833,0
is_right_cancel.cases_on,236332,50504,90204,0,18712,18712,0
classical.exists_true_of_nonempty,249474,46298,93624,0,19294,19294,0
list.tail._sunfold,203026,39197,79762,0,15980,15980,0
psum.rec_on,261254,79478,98584,0,23240,23240,0
iff_false,340440,101756,138808,0,29623,29623,0
applicative.cases_on,233047,59695,91389,0,19129,19129,0
bxor,125367,15898,47434,0,8738,8738,0
bxor._sunfold,125367,16699,47864,0,8979,8979,0
reader_t.cases_on,285112,64054,120461,0,27190,27190,0
trichotomous,-1,-1,-1,-1,-1,-1,200
heq_of_eq,290455,77753,123505,0,25759,25759,0
exists.intro.equations._eqn_1,200479,43514,80536,0,17122,17122,0
nonempty_of_inhabited.equations._eqn_1,214758,47017,84098,0,17557,17557,0
has_andthen.rec_on,299933,90716,128138,0,27021,27021,0
is_distinct.cases_on,332384,96135,136498,0,29141,29141,0
has_one.no_confusion_type,292163,71083,122761,0,25577,25577,0
sizeof_measure,197407,35508,78001,0,15667,15667,0
strict_weak_order.equiv.equations._eqn_1,135127,19787,58163,0,11125,11125,0
or.comm,425576,165581,167669,0,39134,39134,0
has_neg.no_confusion_type,307443,69207,125987,0,27062,27062,0
is_right_cancel.right_cancel,377192,116176,148788,0,34517,34517,0
decidable.by_contradiction,245736,66997,94928,0,21326,21326,0
acc.cases_on,334734,90947,136555,0,30209,30209,0
prod.map,356485,118429,141731,0,31288,31288,0
monad_state.cases_on,325856,88758,132471,0,28889,28889,0
is_left_inv.left_inv,409229,190372,160708,0,41770,41770,0
cc_config.cases_on,344643,409587,149872,2,56855,56855,0
ordering.or_else._main.equations._eqn_2,56260,7442,22194,0,4602,4602,0
is_left_distrib.rec_on,332611,101944,135928,0,29918,29918,0
has_subset.no_confusion_type,320974,93169,132467,0,28725,28725,0
io.process.stdio.no_confusion_type,-1,-1,-1,-1,-1,-1,200
except.to_option,315525,90149,130636,0,28003,28003,0
has_add.no_confusion_type,325153,95015,134602,0,28956,28956,0
int.nat_abs_of_neg_succ_of_nat,68197,7487,29411,0,5372,5372,0
is_strict_order.dcases_on,434577,146813,168222,0,40248,40248,0
function.right_inverse.equations._eqn_1,135936,18672,57678,0,10985,10985,0
string.to_list.equations._eqn_1,236813,195007,97870,2,31009,31009,0
is_equiv.drec_on,438149,186947,169765,0,45861,45861,0
asymm_of,367078,127999,147716,0,34786,34786,0
has_monad_lift_t_trans,-1,-1,-1,-1,-1,-1,200
string.iterator.extract._match_1,413264,301511,169597,2,52019,52019,0
strict_weak_order.not_lt_of_equiv',-1,-1,-1,-1,-1,-1,2
is_strict_weak_order.dcases_on,448751,198535,174065,0,46635,46635,0
tactic.interactive.case_tag.match_result.no_confusion_type,178884,29730,72271,0,14025,14025,0
int.nonneg.equations._eqn_1,161709,28413,66809,0,13276,13276,0
mjoin,457579,154753,174080,0,43689,43689,0
tactic.interactive.case_tag.match_result.combine._main,154163,22049,63719,0,12261,12261,0
option.get_or_else._main.equations._eqn_1,54638,5973,21442,0,4113,4113,0
vm_obj_kind.cases_on,406443,171798,159760,0,41201,41201,0
monad_io.cases_on,-1,-1,-1,-1,-1,-1,200
monad_except_adapter.rec_on,431135,176136,171430,0,40599,40599,0
option_t.has_monad_lift,-1,-1,-1,-1,-1,-1,200
is_cond_right_inv.cases_on,453218,184479,178668,0,44135,44135,0
option.is_none.equations._eqn_2,57649,6364,22550,0,4280,4280,0
monad_functor.monad_map,516328,286006,215436,0,62845,62845,0
and.imp,303432,92856,126324,0,29761,29761,0
option.get_or_else.equations._eqn_2,57014,6072,21956,0,4140,4140,0
monad_functor_t.rec_on,432479,196329,175042,0,41433,41433,0
subtype.sizeof,364282,94654,144385,0,32354,32354,0
feature_search.feature_cfg.no_confusion_type,449174,174854,171644,0,42618,42618,0
is_asymm.drec,479800,205311,184174,0,45770,45770,0
monad.unlessb,-1,-1,-1,-1,-1,-1,200
is_antisymm.dcases_on,456254,182922,177634,0,43123,43123,0
function.combine.equations._eqn_1,169033,27304,67949,0,13866,13866,0
neq_of_not_iff,332348,123181,137385,0,31954,31954,0
tactic.new_goals.non_dep_only.sizeof_spec,64484,7078,24634,0,4537,4537,0
string.iterator.has_next._sunfold,423439,308463,173253,2,52794,52794,0
io.process.spawn_args.no_confusion_type,-1,-1,-1,-1,-1,-1,200
int.to_nat._main.equations._eqn_2,56600,7483,22364,0,4562,4562,0
int.no_confusion_type,265526,69844,116019,0,24803,24803,0
monad_io_environment.no_confusion_type,-1,-1,-1,-1,-1,-1,200
is_antisymm.drec,454026,196616,178109,0,48262,48262,0
function.right_inverse_of_injective_of_left_inverse,153254,23521,63102,0,12700,12700,0
eq.substr,386308,128980,153511,0,35347,35347,0
failure.equations._eqn_1,305112,114875,129238,0,28348,28348,0
bxor.equations._eqn_3,51863,5596,20582,0,3907,3907,0
eq.mpr,355252,138594,142126,0,33573,33573,0
is_right_null.drec,548413,266429,234632,0,58457,58457,0
well_founded.fix_F,362871,118049,146352,0,33440,33440,0
io.mode.write.sizeof_spec,-1,-1,-1,-1,-1,-1,200
bxor.equations._eqn_4,51957,5538,20600,0,3872,3872,0
is_left_id.dcases_on,555451,233412,238305,0,59997,59997,0
and_not_self,339654,107514,139507,0,30102,30102,0
psigma.snd,692511,459566,282770,0,79797,79797,0
function.curry_uncurry,-1,-1,-1,-1,-1,-1,200
trans_rel_right,409320,125113,159711,0,37147,37147,0
int.lnot._sunfold,120298,18155,45971,0,9412,9412,0
is_right_null.dcases_on,549673,248135,233246,0,58293,58293,0
except.to_option.equations._eqn_2,101961,12644,39794,0,7399,7399,0
monad_reader.no_confusion_type,457211,172339,175179,0,42601,42601,0
iff_eq_eq,529666,232636,228389,0,54713,54713,0
nat.lt_of_lt_of_le,281894,94135,119696,0,27452,27452,0
string.iterator.extract._match_1.equations._eqn_1,250790,230300,111396,3,35575,35575,0
nat.lt_succ_of_le,384603,208538,178506,0,38724,38724,0
reader_t.pure,650245,415916,269793,0,76003,76003,0
list.head.equations._eqn_1,172480,35691,70385,0,15250,15250,0
min_default,455045,190080,175360,0,44521,44521,0
tt_eq_ff_eq_false,-1,-1,-1,-1,-1,-1,200
environment.projection_info.no_confusion_type,626415,575169,269231,3,96221,96221,0
monad_run.no_confusion_type,511829,229683,199365,0,51175,51175,0
nat.less_than_or_equal.drec,620002,342318,257499,0,69031,69031,0
string.iterator.extract_core._match_1.equations._eqn_1,263520,200159,120525,2,35161,35161,0
binder_info.aux_decl.sizeof_spec,64484,7242,24889,0,4563,4563,0
xor.decidable._match_1.equations._eqn_1,74284,8015,30927,0,5706,5706,0
binder_info.inst_implicit.sizeof_spec,64484,6918,24611,0,4494,4494,0
imp_congr,535694,266133,232788,0,58254,58254,0
string.iterator.has_next._main.equations._eqn_1,225944,199622,94809,2,30446,30446,0
string.iterator.has_next._main.equations._eqn_2,229708,148180,94754,2,29475,29475,0
iff_iff_implies_and_implies,554985,319099,238344,0,59183,59183,0
int.neg_of_nat.equations._eqn_1,67658,7975,29793,0,5554,5554,0
tactic.interactive.case_tag.match_result.combine._main.equations._eqn_6,52591,5329,20778,0,3784,3784,0
imp_congr_ctx,552221,264001,235284,0,60273,60273,0
tactic.interactive.case_tag.match_result.combine.equations._eqn_2,52685,5762,21369,0,4018,4018,0
except.map._main.equations._eqn_1,145211,20275,60557,0,11565,11565,0
string.iterator.has_prev.equations._eqn_2,229708,189104,95507,2,30201,30201,0
tactic.interactive.case_tag.match_result.combine.equations._eqn_1,52685,5939,20987,0,3996,3996,0
list.no_confusion_type,498297,243953,191374,0,50446,50446,0
except.map_error._main.equations._eqn_2,143760,24579,61898,0,12164,12164,0
state_t.put,750519,500048,298524,0,89407,89407,0
has_andthen.no_confusion_type,613896,310881,251681,0,67047,67047,0
preorder.lt._default.equations._eqn_1,148248,30717,71023,0,13090,13090,0
option.orelse._main.equations._eqn_1,82743,9249,33695,0,6308,6308,0
monad_io_is_monad_fail.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
tactic.transparency.no_confusion_type,276586,61064,116983,0,23949,23949,0
io.iterate.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
option.orelse.equations._eqn_3,101704,12794,39888,0,7577,7577,0
int.coe_nat_eq,71371,8229,30710,0,5651,5651,0
well_founded.induction,539997,257508,233496,0,58578,58578,0
state_t.modify,761601,551376,304148,0,91850,91850,0
punit.decidable_eq.equations._eqn_1,405902,166504,160297,0,37883,37883,0
and_comm,560809,272753,238559,0,59368,59368,0
int.neg._sunfold,233199,47527,89186,0,18045,18045,0
int.neg,233199,56826,92186,0,18185,18185,0
decidable.rec_on_false,572708,263935,243899,0,67618,-1,0
psum.no_confusion_type,594394,315125,251243,0,64598,64598,0
format.color.pink.sizeof_spec,64484,6959,24528,0,4429,4429,0
rec_subsingleton,584893,303324,246432,0,69690,-1,0
string.iterator.prev._main.equations._eqn_1,266133,293933,123116,3,40803,40803,0
is_right_distrib.drec_on,706162,620043,287450,0,90472,90472,0
string.iterator.next.equations._eqn_2,305204,248033,138129,3,46862,46862,0
d_array.cases_on,648075,457620,267922,0,79913,-1,0
xor.decidable._proof_4,512099,243415,194240,0,49478,49478,0
exists_unique.elim,580698,378978,252037,0,65101,65101,0
monad_io_net_system.cases_on,-1,-1,-1,-1,-1,-1,200
acc.drec,836309,643118,329385,0,103615,103615,0
strict_weak_order.esymm,455878,202103,176808,0,43675,43675,0
implies.decidable,613113,323703,253076,0,66952,66952,0
true_iff,333924,110849,137558,0,29782,29782,0
is_incomp_trans.dcases_on,772540,559342,303980,0,93159,93159,0
is_cond_left_inv.drec_on,950407,837760,368705,0,126686,126686,0
assert,885621,667950,344841,0,113378,113378,0
int.coe_nat_one,79305,9353,33328,0,6119,6119,0
lift_fn_dom.equations._eqn_1,394539,129210,155208,0,36271,36271,0
has_one.mk.inj,761809,532366,303588,0,91377,-1,0
is_lawful_singleton.cases_on,915142,880955,357105,0,127967,-1,0
exists_unique_of_exists_of_unique,743054,689102,393592,0,135100,135100,0
nat.one_ne_zero,-1,-1,-1,-1,-1,-1,200
nat.zero_ne_one,-1,-1,-1,-1,-1,-1,200
expr.coord.app_fn.sizeof_spec,64484,7346,24899,0,4665,4665,0
eqv_gen.is_equivalence,786036,683485,312646,0,91668,91668,0
has_one.mk.inj_arrow,777543,570596,308191,0,94944,-1,0
has_neg.mk.inj,816209,623812,318446,0,102561,-1,0
d_array.read,762634,614590,308204,0,99803,-1,0
coe_fn_trans.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
has_lt.mk.inj,846708,570701,327757,0,109002,-1,0
state_t.monad_state,1170461,1504713,-1,-1,-1,-1,-1000
option_t.catch._match_1,913461,741206,351588,0,118702,118702,0
int.neg_succ_of_nat.inj,700641,456527,283627,0,82699,-1,0
monad_state_adapter.no_confusion_type,1035384,971339,391751,0,147747,147747,0
has_mod.mk.inj,850641,802767,330382,0,114693,-1,0
reader_t.monad_functor.equations._eqn_1,824052,610621,318684,0,103879,103879,0
imp_congr_ctx_eq,1020796,934923,387800,0,143471,143471,0
has_zero.no_confusion,990360,955257,374539,0,137422,-1,0
prod.mk.eta,857684,672387,332834,0,106031,-1,0
has_dvd.mk.inj,846708,856580,334478,0,117030,-1,0
feature_search.predictor_cfg.no_confusion,1091508,1041963,459364,0,189229,-1,0
io.net.listen,-1,-1,-1,-1,-1,-1,200
has_add.mk.inj,850641,938424,333113,0,115990,-1,0
string_imp.no_confusion,1030806,1205941,404161,2,173028,-1,-1000
except_t.bind_cont,1128837,1240934,482884,0,-1,-1,-1000
int.neg_succ_of_nat.inj_arrow,716141,469118,285860,0,82261,-1,0
nat.brec_on,1355593,1656496,-1,-1,-1,-1,-1000
guardb.equations._eqn_2,637536,303853,259922,0,71738,71738,0
has_subset.mk.inj_arrow,864592,872716,336557,0,117526,-1,0
cast_heq,-1,-1,-1,-1,-1,-1,-1000
prod.lex.drec_on,-1,-1,-1,-1,-1,-1,-1000
has_sizeof.no_confusion,1045108,1055277,397091,0,158964,-1,0
has_ssubset.no_confusion,1057120,1082394,452477,0,171820,-1,0
array.read,755527,566003,301807,0,96447,-1,0
io.mode.no_confusion,-1,-1,-1,-1,-1,-1,200
left_comm,918703,738125,354455,0,116345,116345,0
except_t.catch,-1,-1,-1,-1,-1,-1,-1000
interactive.loc.ns.inj,1025932,1283484,402394,3,-1,-1,-1000
eqv_gen.drec_on,-1,-1,-1,-1,-1,-1,-1000
has_coe_t.mk.inj_arrow,984523,954066,371806,0,143165,-1,0
when.equations._eqn_1,846502,646098,325830,1,111706,111706,0
nat.le_succ_of_pred_le,939180,841608,359256,0,129786,-1,0
list.binduction_on,-1,-1,-1,-1,-1,-1,-1000
vm_obj_kind.simple.sizeof_spec,64484,7500,26817,0,5044,5044,0
vm_obj_kind.declaration.sizeof_spec,64484,8089,27225,0,5254,5254,0
option_t.catch,-1,-1,-1,-1,-1,-1,-1000
feature_search.feature_cfg.no_confusion,-1,-1,-1,-1,-1,-1,-1000
io.net.send,-1,-1,-1,-1,-1,-1,200
int.neg_neg_of_nat_succ,83062,11102,37277,0,7073,7073,0
decidable.rec_on_true.equations._eqn_1,711593,474801,306924,0,86254,-1,0
int.neg_of_nat_of_succ,71277,8597,33179,0,6070,6070,0
has_lift.no_confusion,1237529,1488289,-1,-1,-1,-1,-1000
pprod.mk.inj,-1,-1,-1,-1,-1,-1,-1000
int.neg.equations._eqn_1,186515,48741,80994,0,16282,16282,0
decidable.subsingleton,970317,721606,367906,0,127518,127518,0
has_lift_t.sizeof,199717,36472,85406,0,16308,16308,0
interactive.loc.no_confusion,-1,-1,-1,-1,-1,-1,-1000
is_asymm_of_is_trans_of_is_irrefl.equations._eqn_1,899865,601806,367626,0,112661,112661,0
has_pure.has_sizeof_inst,185748,38963,81203,0,16283,16283,0
has_monad_lift_t.sizeof,213513,48875,91587,0,18285,18285,0
has_lift_t.has_sizeof_inst,254887,86022,179632,0,34898,34898,0
has_seq_left.mk.inj,1066405,1113511,455309,0,181936,-1,0
decidable.not_or_iff_and_not,1184508,1215418,499893,0,-1,-1,-1000
state_t.sizeof,300075,61720,124773,0,25975,25975,0
_private.2191042625.u_def,1067930,1064678,454785,0,174769,-1,0
has_seq.sizeof,160882,29199,71383,0,13847,13847,0
int.lnot.equations._eqn_1,71277,8281,33385,0,6032,6032,0
int.neg._main.equations._eqn_2,83062,9703,34081,0,6255,6255,0
has_mem.no_confusion,1312684,1733696,-1,-1,-1,-1,-1000
has_seq_left.no_confusion,1239336,1555169,-1,-1,-1,-1,-1000
monad_io_environment.mk.inj,-1,-1,-1,-1,-1,-1,200
io.finally._match_1.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
reader_t.mk.inj,1196139,1615084,-1,-1,-1,-1,-1000
decidable.rec_on_false.equations._eqn_1,719630,484344,312370,0,91126,-1,0
has_bind.no_confusion,-1,-1,-1,-1,-1,-1,-1000
reducibility_hints.regular.inj,1206157,1148457,501783,0,-1,-1,-1000
option_t.monad_except,-1,-1,-1,-1,-1,-1,-1000
alternative.no_confusion,-1,-1,-1,-1,-1,-1,-1000
nat.iterate._main,-1,-1,-1,-1,-1,-1,-1000
reader_t.bind.equations._eqn_1,1212922,1211113,500902,0,-1,-1,-1000
has_seq_right.mk.inj_arrow,1087859,1161928,461400,0,-1,-1,-1000
except.error.inj,996098,978119,381898,0,142251,-1,0
function.surjective.comp,1235296,1411482,-1,-1,-1,-1,-1000
monad_functor.has_sizeof_inst,497634,239314,204580,0,50891,50891,0
