name,r1cs_size,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
rat.encodable._match_3.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
order_embedding.of_strict_mono.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
submodule.equiv_map_of_injective._proof_3,-1,-1,-1,-1,-1,-1,200
inf_Icc_order_iso_Icc_sup._proof_4,-1,-1,-1,-1,-1,-1,200
mem_right_coset_iff,-1,-1,-1,-1,-1,-1,200
submodule.coe_smul_of_tower,-1,-1,-1,-1,-1,-1,200
function.surjective.semiring._proof_8,-1,-1,-1,-1,-1,-1,200
submodule.to_ordered_add_comm_monoid._proof_4,-1,-1,-1,-1,-1,-1,200
alg_hom.coe_add_monoid_hom.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
subgroup.of_div._proof_1,-1,-1,-1,-1,-1,-1,200
submodule.top_equiv._proof_4,-1,-1,-1,-1,-1,-1,200
submodule.coe_restrict_scalars,-1,-1,-1,-1,-1,-1,200
covby.unique_right,-1,-1,-1,-1,-1,-1,200
with_top.comm_semiring._proof_15,-1,-1,-1,-1,-1,-1,200
equiv.sub_right_symm_apply,-1,-1,-1,-1,-1,-1,200
set.neg_mem_add_centralizer,-1,-1,-1,-1,-1,-1,200
subalgebra.copy.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
right.one_lt_inv_iff,-1,-1,-1,-1,-1,-1,200
alternating_map.has_add._proof_1,-1,-1,-1,-1,-1,-1,200
order_hom.gfp_const_inf_le,-1,-1,-1,-1,-1,-1,200
set.interval_subset_interval_left,-1,-1,-1,-1,-1,-1,200
inv_mul_lt_one_iff_lt,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_semifield.to_canonically_linear_ordered_add_monoid,-1,-1,-1,-1,-1,-1,200
linear_ordered_add_comm_group.decidable_le,-1,-1,-1,-1,-1,-1,200
add_group.to_has_ordered_sub._proof_1,-1,-1,-1,-1,-1,-1,200
nsmul_eq_zero_iff,-1,-1,-1,-1,-1,-1,200
list.pairwise_lt_range',-1,-1,-1,-1,-1,-1,2
prod.generalized_coheyting_algebra._proof_1,-1,-1,-1,-1,-1,-1,200
set.interval_of_gt,-1,-1,-1,-1,-1,-1,200
nat.distrib,-1,-1,-1,-1,-1,-1,200
with_zero.division_monoid._proof_12,-1,-1,-1,-1,-1,-1,200
monoid_hom.iterate_map_zpow,-1,-1,-1,-1,-1,-1,200
is_unit.div_mul_left,-1,-1,-1,-1,-1,-1,200
linear_equiv.restrict_scalars._proof_2,-1,-1,-1,-1,-1,-1,200
is_coatomistic.is_atomistic_dual,-1,-1,-1,-1,-1,-1,200
multiplicative.linear_ordered_comm_monoid_with_zero._proof_2,-1,-1,-1,-1,-1,-1,200
linear_equiv.neg._proof_3,-1,-1,-1,-1,-1,-1,200
prod.add_comm_group._proof_4,-1,-1,-1,-1,-1,-1,200
multiplicative.linear_ordered_comm_monoid_with_zero._proof_8,-1,-1,-1,-1,-1,-1,200
positive.subtype.distrib._proof_2,-1,-1,-1,-1,-1,-1,200
div_pow,-1,-1,-1,-1,-1,-1,200
category_theory.comma.iso_mk.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
nat.find_eq_iff,-1,-1,-1,-1,-1,-1,200
submonoid.localization_map.lift.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
order_dual.complete_linear_order._proof_11,-1,-1,-1,-1,-1,-1,200
units.mul_inv_eq_one,-1,-1,-1,-1,-1,-1,200
with_zero.division_monoid._match_2.equations._eqn_3,-1,-1,-1,-1,-1,-1,200
canonically_linear_ordered_semifield.to_linear_ordered_semifield,-1,-1,-1,-1,-1,-1,200
multiplicative.linear_ordered_comm_group_with_zero._proof_12,-1,-1,-1,-1,-1,-1,200
add_units.add_neg_eq_zero,-1,-1,-1,-1,-1,-1,200
order_dual.complete_linear_order._proof_5,-1,-1,-1,-1,-1,-1,200
function.injective.group,-1,-1,-1,-1,-1,-1,200
function.injective.comm_semiring._proof_10,-1,-1,-1,-1,-1,-1,200
submodule.map_coe,-1,-1,-1,-1,-1,-1,200
prod.comm_group._proof_7,-1,-1,-1,-1,-1,-1,200
function.injective.generalized_coheyting_algebra._proof_9,-1,-1,-1,-1,-1,-1,200
add_subgroup.coe_nsmul,-1,-1,-1,-1,-1,-1,200
prod.subtraction_comm_monoid._proof_9,-1,-1,-1,-1,-1,-1,200
of_irreducible_map,-1,-1,-1,-1,-1,-1,200
add_subgroup.coe_map,-1,-1,-1,-1,-1,-1,200
equiv.div_left._proof_2,-1,-1,-1,-1,-1,-1,200
abs_pos_of_neg,-1,-1,-1,-1,-1,-1,200
int.mul_lt_mul',-1,-1,-1,-1,-1,-1,2
units.divp_add_divp_same,-1,-1,-1,-1,-1,-1,200
omega_complete_partial_order.chain.inhabited._proof_1,-1,-1,-1,-1,-1,-1,200
nat.subtype.order_iso_of_nat._proof_1,-1,-1,-1,-1,-1,-1,200
inv_monoid_hom.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
submodule.comap_bot,-1,-1,-1,-1,-1,-1,200
function.injective.generalized_heyting_algebra._proof_10,-1,-1,-1,-1,-1,-1,200
function.injective.comm_group_with_zero._proof_9,-1,-1,-1,-1,-1,-1,200
function.injective.non_assoc_ring._proof_17,-1,-1,-1,-1,-1,-1,200
positive.subtype.has_one.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
category_theory.has_lifting_property.of_arrow_iso_right,-1,-1,-1,-1,-1,-1,200
zero_lt_three,-1,-1,-1,-1,-1,-1,200
order_dual.conditionally_complete_lattice._proof_4,-1,-1,-1,-1,-1,-1,200
pnat.inhabited.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
equiv.perm.vectors_prod_eq_one.vector_equiv,-1,-1,-1,-1,-1,-1,200
list.perm.bind_right,-1,-1,-1,-1,-1,-1,200
semilinear_map_class.distrib_mul_action_hom_class._proof_2,-1,-1,-1,-1,-1,-1,200
_private.704455513.normal_mul_aux,-1,-1,-1,-1,-1,-1,200
list.map_fst_add_enum_eq_enum_from,-1,-1,-1,-1,-1,-1,200
linear_map.has_sub._proof_2,-1,-1,-1,-1,-1,-1,200
nat.succ_eq_succ,-1,-1,-1,-1,-1,-1,200
mul_equiv.prod_units._proof_5,-1,-1,-1,-1,-1,-1,200
inf_himp_le,-1,-1,-1,-1,-1,-1,200
prod.non_unital_non_assoc_ring._proof_2,-1,-1,-1,-1,-1,-1,200
linear_order.to_biheyting_algebra._proof_12,-1,-1,-1,-1,-1,-1,200
nat.coprime_add_self_left,-1,-1,-1,-1,-1,-1,200
subgroup_class.to_ordered_comm_group._proof_4,-1,-1,-1,-1,-1,-1,200
nat.gcd_mul_right_add_left,-1,-1,-1,-1,-1,-1,200
conj_act.units_smul_comm_class',-1,-1,-1,-1,-1,-1,2
monotone.le_cInf_image,-1,-1,-1,-1,-1,-1,200
subgroup.has_faithful_smul.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
add_monoid_hom.comap_ker,-1,-1,-1,-1,-1,-1,200
prod.non_assoc_ring._proof_4,-1,-1,-1,-1,-1,-1,200
absolute_value.zero_hom_class,-1,-1,-1,-1,-1,-1,200
additive.ordered_add_comm_group._proof_11,-1,-1,-1,-1,-1,-1,200
fin.of_nat',-1,-1,-1,-1,-1,-1,2
function.surjective.add_group_with_one._proof_13,-1,-1,-1,-1,-1,-1,200
nat.primes.coe_nat_inj,-1,-1,-1,-1,-1,-1,200
list.nth_le_cons_length,-1,-1,-1,-1,-1,-1,200
sdiff_eq_bot_iff,-1,-1,-1,-1,-1,-1,200
add_monoid_hom.add_subgroup_comap,-1,-1,-1,-1,-1,-1,200
function.injective.add_comm_group._proof_8,-1,-1,-1,-1,-1,-1,200
sup_sdiff_distrib,-1,-1,-1,-1,-1,-1,200
coheyting_algebra.sup_le,-1,-1,-1,-1,-1,-1,200
composition.single.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
multilinear_map.restrict_scalars._proof_2,-1,-1,-1,-1,-1,-1,200
himp_inf_distrib,-1,-1,-1,-1,-1,-1,200
add_subgroup.has_bot.bot.unique.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
list.range'_sublist_right,-1,-1,-1,-1,-1,-1,2
nat.coe_cast_ring_hom,-1,-1,-1,-1,-1,-1,200
add_submonoid.to_nat_submodule._proof_4,-1,-1,-1,-1,-1,-1,200
non_unital_non_assoc_ring.int_smul_comm_class._match_1.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
subsemiring.to_ordered_comm_semiring._proof_5,-1,-1,-1,-1,-1,-1,200
function.injective.distrib_lattice._proof_11,-1,-1,-1,-1,-1,-1,200
comm_group_with_zero.normalized_gcd_monoid._proof_3,-1,-1,-1,-1,-1,-1,200
nat.multichoose.equations._eqn_2,-1,-1,-1,-1,-1,-1,200
order.frame.inf_Sup_le_supr_inf,-1,-1,-1,-1,-1,-1,200
coheyting_algebra.to_generalized_coheyting_algebra,-1,-1,-1,-1,-1,-1,200
linear_map.to_span_singleton_apply,-1,-1,-1,-1,-1,-1,200
add_subgroup.normal_comap,-1,-1,-1,-1,-1,-1,200
subgroup.subtype.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
absolute_value.is_absolute_value,-1,-1,-1,-1,-1,-1,200
top_symm_diff',-1,-1,-1,-1,-1,-1,2
linear_map.mem_graph_iff,-1,-1,-1,-1,-1,-1,200
nat.zero_desc_factorial_succ,-1,-1,-1,-1,-1,-1,200
list.length_fin_range,-1,-1,-1,-1,-1,-1,200
prod.ordered_comm_group._proof_8,-1,-1,-1,-1,-1,-1,200
int.cast_commute,-1,-1,-1,-1,-1,-1,200
fin.mk_bit1,-1,-1,-1,-1,-1,-1,200
function.surjective.non_assoc_ring._proof_5,-1,-1,-1,-1,-1,-1,200
himp_compl,-1,-1,-1,-1,-1,-1,200
algebra.linear_map_apply,-1,-1,-1,-1,-1,-1,200
alg_hom.coe_ring_hom_injective,-1,-1,-1,-1,-1,-1,200
int.cast_three,-1,-1,-1,-1,-1,-1,200
alternating_map.has_neg.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
subgroup.to_linear_ordered_comm_group._proof_6,-1,-1,-1,-1,-1,-1,200
part_enat.has_sup,-1,-1,-1,-1,-1,-1,200
int.cast_bit1,-1,-1,-1,-1,-1,-1,200
list.nodup.nth_le_bijection_of_forall_mem_list.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
linear_ordered_add_comm_group.mk_of_positive_cone._proof_7,-1,-1,-1,-1,-1,-1,200
disjoint_compl_right,-1,-1,-1,-1,-1,-1,200
le_compl_comm,-1,-1,-1,-1,-1,-1,200
nat.find_greatest_eq_zero_iff,-1,-1,-1,-1,-1,-1,200
CommRing.concrete_category,-1,-1,-1,-1,-1,-1,200
list.drop_take,-1,-1,-1,-1,-1,-1,200
subring.neg_mem',-1,-1,-1,-1,-1,-1,2
tensor_product.algebra_tensor_module.lift.equiv._proof_7,-1,-1,-1,-1,-1,-1,200
conditionally_complete_linear_order_bot.cInf_le,-1,-1,-1,-1,-1,-1,200
function.injective.coheyting_algebra._proof_4,-1,-1,-1,-1,-1,-1,200
is_localization.lift_surjective_iff,-1,-1,-1,-1,-1,-1,200
nat.canonically_linear_ordered_add_monoid.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
nat.desc_factorial_eq_zero_iff_lt,-1,-1,-1,-1,-1,-1,200
linear_pmap.has_sizeof_inst,-1,-1,-1,-1,-1,-1,200
linear_independent.total_equiv._proof_1,-1,-1,-1,-1,-1,-1,200
nat.add_eq_max_iff,-1,-1,-1,-1,-1,-1,200
order_dual.heyting_algebra._proof_9,-1,-1,-1,-1,-1,-1,200
ordered_ring.mk_of_positive_cone.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
linear_map.equiv_prod_of_surjective_of_is_compl._proof_1,-1,-1,-1,-1,-1,-1,200
order_dual.coheyting_algebra._proof_13,-1,-1,-1,-1,-1,-1,200
conj_act.units_mul_distrib_mul_action.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
ordered_ring.mk_of_positive_cone._proof_4,-1,-1,-1,-1,-1,-1,200
submodule.snd_equiv,-1,-1,-1,-1,-1,-1,200
subfield.mem_to_add_subgroup,-1,-1,-1,-1,-1,-1,200
subring.to_ring._proof_9,-1,-1,-1,-1,-1,-1,200
subring.center.field._proof_31,-1,-1,-1,-1,-1,-1,200
function.injective.biheyting_algebra.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
subring.center.comm_ring._proof_10,-1,-1,-1,-1,-1,-1,200
fin.add_comm_group._match_1,-1,-1,-1,-1,-1,-1,200
intermediate_field.coe_zero,-1,-1,-1,-1,-1,-1,200
subfield_class.to_linear_ordered_field._proof_6,-1,-1,-1,-1,-1,-1,200
subfield.has_div.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
subring.subtype._proof_2,-1,-1,-1,-1,-1,-1,200
algebra.semiring_to_ring._proof_3,-1,-1,-1,-1,-1,-1,200
linear_equiv.of_injective_endo._proof_1,-1,-1,-1,-1,-1,-1,200
punit.mul_action_with_zero.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
no_zero_divisors.to_cancel_comm_monoid_with_zero.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
disjoint.sdiff_unique,-1,-1,-1,-1,-1,-1,200
subfield.coe_mul,-1,-1,-1,-1,-1,-1,200
linear_ordered_field.mul_comm,-1,-1,-1,-1,-1,-1,200
subring.coe_comap,-1,-1,-1,-1,-1,-1,200
subfield.to_field._proof_8,-1,-1,-1,-1,-1,-1,200
_private.615087649.P._main.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
ordered_comm_ring.zero_le_one,-1,-1,-1,-1,-1,-1,200
subring.to_comm_ring._proof_9,-1,-1,-1,-1,-1,-1,200
linear_pmap.has_bot.equations._eqn_1,-1,-1,-1,-1,-1,-1,200
fin.comm_ring._proof_21,-1,-1,-1,-1,-1,-1,200
Ring.has_forget_to_AddCommGroup._proof_3,-1,-1,-1,-1,-1,-1,200
int.cast_neg_nat_cast,-1,-1,-1,-1,-1,-1,200
