name,r1cs_size,simplify_time,compile_time,gen_time,precompute_time,prove_time,verify_time,returncode
Mathlib.NumberTheory.Zsqrtd.Basic._auxLemma.14,-1,-1,-1,-1,-1,-1,-1,-1000
OptionT.instAlternative,-1,-1,-1,-1,-1,-1,-1,-1000
Nat.doubleFactorial_add_two,-1,-1,-1,-1,-1,-1,-1,-1000
List.mem_nil_iff,-1,-1,-1,-1,-1,-1,-1,-1000
Mathlib.Data.Option.Basic._auxLemma.14,-1,-1,-1,-1,-1,-1,-1,-1000
_private.Mathlib.Data.Sym.Sym2.0.Sym2.fromVector,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.IR.Expr.sproj.inj,-1,-1,-1,-1,-1,-1,-1,-1000
Std.HashMap.Imp.Buckets.size,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.Elab.Term.ElabElim.State.mk.injEq,-1,-1,-1,-1,-1,-1,-1,-1000
USize.lt,-1,-1,-1,-1,-1,-1,-1,-1000
List.Lex.isAsymm,-1,-1,-1,-1,-1,-1,-1,-1000
Mathlib.Meta.FunProp.detectLambdaTheoremArgs.match_2,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.Meta.ElimInfo.mk.injEq,-1,-1,-1,-1,-1,-1,-1,-1000
List.map_drop,-1,-1,-1,-1,-1,-1,-1,-1000
Nat.descFactorial_succ,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.IR.CtorFieldInfo.usize.injEq,-1,-1,-1,-1,-1,-1,-1,-1000
LawfulFunctor.noConfusion,-1,-1,-1,-1,-1,-1,-1,-1000
Mathlib.RingTheory.Noetherian._auxLemma.5,-1,-1,-1,-1,-1,-1,-1,-1000
Mathlib.Notation3.matchFoldl.match_1,-1,-1,-1,-1,-1,-1,-1,-1000
mul_mul_mul_comm,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.Lsp.DependencyBuildMode.noConfusion,-1,-1,-1,-1,-1,-1,-1,-1000
IO.Error.protocolError.inj,-1,-1,-1,-1,-1,-1,-1,-1000
SatisfiesM.seq.match_1,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.Lsp.CompletionItem.mk.inj,-1,-1,-1,-1,-1,-1,-1,-1000
dense_of_mem_residual.match_1,-1,-1,-1,-1,-1,-1,-1,-1000
CommSemigroup.ext_iff,-1,-1,-1,-1,-1,-1,-1,-1000
Turing.TM2.Stmt._sizeOf_inst,-1,-1,-1,-1,-1,-1,-1,-1000
PSigma.mk.injEq,-1,-1,-1,-1,-1,-1,-1,-1000
AList.extract.match_1,-1,-1,-1,-1,-1,-1,-1,-1000
Lean.Macro.Context.noConfusion,-1,-1,-1,-1,-1,-1,-1,-1000
Mathlib.Order.OmegaCompletePartialOrder._auxLemma.3,-1,-1,-1,-1,-1,-1,-1,-1000
